row.names,Accession,MW.[kDa]
O55229,O55229,45.1
P62900,P62900,14.5
O54916,O54916,86.5
Q9Z2N8,Q9Z2N8,47.4
P16054,P16054,83.5
Q8BTY1,Q8BTY1,47.5
Q922B1,Q922B1,35.3
O35344,O35344,57.7
Q8K327,Q8K327,87.5
Q59J78,Q59J78,19.6
A2AT37,A2AT37,147.5
Q8CCB4,Q8CCB4,94.4
P47915,P47915,17.6
Q8CGY8,Q8CGY8,116.9
Q9CZ52,Q9CZ52,62.3
Q9D1R9,Q9D1R9,13.3
Q8C754,Q8C754,82
B9EKR1,B9EKR1,254.2
P32883,P32883,21.6
Q9CR51,Q9CR51,13.7
A2AP18,A2AP18,164.2
Q9Z0R6,Q9Z0R6,188.8
P56212,P56212,12.3
Q99J08,Q99J08,46.3
Q6ZQ73,Q6ZQ73,135.5
P28741,P28741,80.1
Q9Z0J1,Q9Z0J1,106
P10639,P10639,11.7
Q61510,Q61510,71.7
Q8R3S6,Q8R3S6,101.8
Q9JMD0,Q9JMD0,52.8
Q922E4,Q922E4,45.2
Q8C2E7,Q8C2E7,134
Q9QZJ6,Q9QZJ6,18.5
Q8VCH7,Q8VCH7,38.1
Q9JHS4,Q9JHS4,69.2
Q8R123,Q8R123,54.7
Q60590,Q60590,23.9
Q9DBR0,Q9DBR0,76.2
Q9D0J8,Q9D0J8,11.4
P56388,P56388,14.3
Q9EPR5,Q9EPR5,128.8
Q9CXR1,Q9CXR1,38.1
Q78JW9,Q78JW9,40.1
Q9ERT9,Q9ERT9,18.7
Q9EQH2,Q9EQH2,106.5
Q8R361,Q8R361,69.5
Q9WVJ2,Q9WVJ2,42.8
Q8C1Z7,Q8C1Z7,58.2
Q811Q9,Q811Q9,41.9
P54116,P54116,31.4
Q63943,Q63943,55
Q9CQM9,Q9CQM9,37.8
P97470,P97470,35.1
Q9D0B0,Q9D0B0,25.6
A2ARP1,A2ARP1,159.8
Q8R2Y2,Q8R2Y2,71.5
O54962,O54962,10.1
Q91VF2,Q91VF2,33.6
Q8BYM8,Q8BYM8,61.2
Q8CCS6,Q8CCS6,32.3
Q9QXG4,Q9QXG4,78.8
Q8BU14,Q8BU14,45.6
Q9D273,Q9D273,26.3
Q921J2,Q921J2,20.4
P70697,P70697,40.7
Q9CR00,Q9CR00,24.7
Q14CH7,Q14CH7,106.7
O55057,O55057,17.3
Q61245,Q61245,180.9
O88384,O88384,26.7
Q9CRB8,Q9CRB8,18.3
Q8VHK9,Q8VHK9,113.8
Q9QZH3,Q9QZH3,33.4
P58242,P58242,51.6
Q80ZW2,Q80ZW2,23.8
Q91VU0,Q91VU0,24.7
P97823,P97823,24.7
Q9CQJ6,Q9CQJ6,22.2
Q9D3P8,Q9D3P8,17.3
Q9JLM8,Q9JLM8,84.1
Q61398,Q61398,50.1
Q8R0P4,Q8R0P4,13.2
Q64345,Q64345,47.2
Q9ER00,Q9ER00,31.2
Q8C8U0,Q8C8U0,108.5
Q9CQ48,Q9CQ48,17.6
Q9JL62,Q9JL62,23.7
Q6NVD9,Q6NVD9,45.7
Q8CCJ4,Q8CCJ4,69.9
Q6PCP5,Q6PCP5,32.9
E9QAT4,E9QAT4,254
O89051,O89051,30.2
O70493,O70493,19.1
Q9WTU0,Q9WTU0,120.7
Q8VHC5,Q8VHC5,30.2
Q9Z2D1,Q9Z2D1,73.2
Q8R1I1,Q8R1I1,7.4
Q8R1H0,Q8R1H0,8.3
P28063,P28063,30.2
Q8R409,Q8R409,40.2
Q8CDG3,Q8CDG3,134.4
Q69ZK9,Q69ZK9,90.9
Q6ZPU9,Q6ZPU9,71
P35282,P35282,24.1
Q5SVR0,Q5SVR0,141.7
Q9QXG2,Q9QXG2,73.9
Q99LC2,Q99LC2,48.4
Q8R1V4,Q8R1V4,26
O54990,O54990,97.1
Q8CCN5,Q8CCN5,101
Q61686,Q61686,22.2
Q91X78,Q91X78,39.2
P60824,P60824,18.6
Q8R3Y8,Q8R3Y8,61.7
P13634,P13634,28.3
Q80YD1,Q80YD1,87
Q8BHG2,Q8BHG2,18
Q6P5D4,Q6P5D4,133.3
Q7TMI3,Q7TMI3,90
Q9D3D9,Q9D3D9,17.6
Q922Y1,Q922Y1,33.6
Q5QNQ6,Q5QNQ6,101.3
Q9WTT4,Q9WTT4,13.6
Q6PGH1,Q6PGH1,17
Q9D6N5,Q9D6N5,22.3
Q3UVL4,Q3UVL4,86.1
Q8BTX9,Q8BTX9,36.8
Q5SFM8,Q5SFM8,118.5
P62484,P62484,49.4
Q3TPX4,Q3TPX4,81.7
Q9WVL2,Q9WVL2,105.4
Q9CQC7,Q9CQC7,15.1
O54950,O54950,37.5
Q9JJZ4,Q9JJZ4,35
Q91YH5,Q91YH5,60.5
Q8BTS4,Q8BTS4,55.7
P23242,P23242,43
Q9CQI3,Q9CQI3,16.7
Q8K3I4,Q8K3I4,94.9
O88346,O88346,31.3
Q9DCS3,Q9DCS3,40.3
Q9CZJ2,Q9CZJ2,76.1
Q9Z0J4,Q9Z0J4,160.4
Q03173,Q03173,85.8
Q80U49,Q80U49,170.7
Q1HFZ0,Q1HFZ0,85.4
P61953,P61953,8.5
Q8BMG7,Q8BMG7,152.4
O08842,O08842,51.7
Q8VHE0,Q8VHE0,87.8
P18052,P18052,93.6
Q6P9R2,Q6P9R2,58.2
P07361,P07361,23.8
Q9CQ69,Q9CQ69,9.8
Q7TSE6,Q7TSE6,53.7
Q8BWW9,Q8BWW9,111.5
Q9WTU6,Q9WTU6,48.2
Q811G0,Q811G0,99
Q8K2A1,Q8K2A1,34.4
Q9JKK1,Q9JKK1,29
P63276,P63276,15.5
Q8JZU2,Q8JZU2,33.9
O55022,O55022,21.7
Q6UGQ3,Q6UGQ3,12.8
Q9CQB5,Q9CQB5,15.2
Q80Y81,Q80Y81,92.7
Q11136,Q11136,55
P17225,P17225,56.4
Q00422,Q00422,51.3
Q9R062,Q9R062,37.4
B2RXR6,B2RXR6,107.3
P46938,P46938,52.4
Q9JI60,Q9JI60,25.8
Q8BLF1,Q8BLF1,45.7
Q8BUH8,Q8BUH8,116.3
Q9ET78,Q9ET78,74.6
Q99JI6,Q99JI6,20.8
P62849,P62849,15.4
Q9CQC6,Q9CQC6,48
Q8BR63,Q8BR63,23.6
Q9CZV8,Q9CZV8,48.4
Q8VDD9,Q8VDD9,206.6
P47941,P47941,33.8
P62313,P62313,9.1
P01660,P01660,12.1
Q8C181,Q8C181,40.1
Q9D0S9,Q9D0S9,17.3
Q61735,Q61735,33.1
Q91VE0,Q91VE0,72.3
Q9QYI5,Q9QYI5,35.6
P63040,P63040,15.1
O88738,O88738,531.8
Q571I9,Q571I9,84.7
Q99L20,Q99L20,27.4
Q9EQS3,Q9EQS3,12
O70481,O70481,200.1
Q9D903,Q9D903,34.7
A2ASZ8,A2ASZ8,52.6
Q9ES00,Q9ES00,133.2
Q8R3N6,Q8R3N6,75.4
Q9WUN2,Q9WUN2,83.4
Q8K449,Q8K449,183
O55135,O55135,26.5
P11688,P11688,115
Q9DB60,Q9DB60,21.7
Q8BYU6,Q8BYU6,54.5
Q3UUG6,Q3UUG6,63.2
Q922V4,Q922V4,56.9
Q62523,Q62523,60.5
Q8VHP6,Q8VHP6,94
Q80Y14,Q80Y14,16.3
Q9QZ08,Q9QZ08,37.2
Q99JY3,Q99JY3,38
A2APV2,A2APV2,123
Q8R1N0,Q8R1N0,40.6
Q91VT4,Q91VT4,25.4
O55013,O55013,20.3
Q60790,Q60790,95.9
Q60870,Q60870,21
O09167,O09167,18.6
Q8C8Y5,Q8C8Y5,49.2
Q9R059,Q9R059,31.8
Q07797,Q07797,64.5
Q8R2Q8,Q8R2Q8,19.1
Q9D735,Q9D735,18.4
Q91XL9,Q91XL9,107.7
Q8BTY8,Q8BTY8,74.7
P26450,P26450,83.5
Q8K1B8,Q8K1B8,75.6
P57787,P57787,50.3
Q91WG2,Q91WG2,62.1
Q62241,Q62241,17.4
Q08943,Q08943,80.8
Q80U78,Q80U78,126.5
Q3TPE9,Q3TPE9,48.7
O55226,O55226,40.3
Q9ESC8,Q9ESC8,126.6
Q8R035,Q8R035,23.5
D3YZP9,D3YZP9,52.9
Q99M28,Q99M28,34.2
Q6NVE8,Q6NVE8,101.5
Q9ES46,Q9ES46,41.6
Q8QZV7,Q8QZV7,82.7
Q80W22,Q80W22,54.2
Q6P9S0,Q6P9S0,76.8
P21836,P21836,68.1
Q8CCJ9,Q8CCJ9,113.8
P61028,P61028,23.6
O88522,O88522,47.9
Q01721,Q01721,35.7
O35988,O35988,21.5
P01897,P01897,40.7
Q8BH58,Q8BH58,31.2
P60521,P60521,13.7
Q99LM2,Q99LM2,57
Q8K1X1,Q8K1X1,135.9
P32233,P32233,40.5
Q8JZK9,Q8JZK9,57.5
O88485,O88485,70.7
Q9D7S9,Q9D7S9,24.6
Q8BYW9,Q8BYW9,61.4
Q60649,Q60649,76
Q8BX80,Q8BX80,82.9
Q45VK7,Q45VK7,492
Q9WVJ3,Q9WVJ3,51.8
P35283,P35283,27.3
P61804,P61804,12.5
Q920A7,Q920A7,87
Q80Y17,Q80Y17,112.5
Q9JI75,Q9JI75,26.2
P27600,P27600,44.1
Q9Z2B3,Q9Z2B3,32.1
Q9R233,Q9R233,49.7
Q8K2T8,Q8K2T8,60.5
Q91YK2,Q91YK2,80.5
P50586,P50586,55.3
B1AR13,B1AR13,15.7
Q6PGL7,Q6PGL7,145.2
Q8QZT2,Q8QZT2,28.4
P98197,P98197,135.4
Q8BH24,Q8BH24,74.6
Q6P2K6,Q6P2K6,93.8
Q80TH2,Q80TH2,157.2
Q6PD03,Q6PD03,56.3
Q3UIU2,Q3UIU2,15.5
Q8VE80,Q8VE80,38.7
O35083,O35083,31.7
Q8VD72,Q8VD72,58.4
P59017,P59017,46.7
P49935,P49935,37.1
Q9Z1P7,Q9Z1P7,84.1
Q9ESN9,Q9ESN9,147.5
P97443,P97443,56.5
Q9CQY6,Q9CQY6,16.3
Q8C163,Q8C163,41.4
Q810J8,Q810J8,86.9
Q9CRB2,Q9CRB2,17.2
O88531,O88531,34.5
Q9WVQ1,Q9WVQ1,140.8
Q8K1A6,Q8K1A6,103.6
O35599,O35599,40.2
Q7JJ13,Q7JJ13,88
Q9DC16,Q9DC16,32.5
Q91VJ2,Q91VJ2,27.8
Q8VCI5,Q8VCI5,32.7
Q9DBG7,Q9DBG7,69.6
O35658,O35658,31
Q3TJD7,Q3TJD7,50.1
P58404,P58404,81.6
Q8C080,Q8C080,38.8
Q925H0,Q925H0,57.7
Q61539,Q61539,48.3
Q61112,Q61112,42
Q6ZQ58,Q6ZQ58,121.1
Q7TNR6,Q7TNR6,51.9
Q9CQ22,Q9CQ22,17.7
Q9JKF6,Q9JKF6,57
Q3TFD2,Q3TFD2,59.7
B1AVH7,B1AVH7,104.2
Q99LI7,Q99LI7,82.8
Q8BHG1,Q8BHG1,132.8
Q9JI90,Q9JI90,54.9
O70400,O70400,35.8
P61458,P61458,12
D3Z4S3,D3Z4S3,16
Q9D9V3,Q9D9V3,35.4
Q9CW79,Q9CW79,87.3
Q921H9,Q921H9,25.6
Q6P9R4,Q6P9R4,155.9
Q9JI46,Q9JI46,19
Q5SNZ0,Q5SNZ0,215.8
Q7TSI3,Q7TSI3,94.5
O88696,O88696,29.8
Q61249,Q61249,38.9
Q99L43,Q99L43,51.3
Q8BXA1,Q8BXA1,76.7
P09803,P09803,98.2
Q60900,Q60900,39.5
Q99KP3,Q99KP3,35.2
P06684,P06684,188.8
P52293,P52293,57.9
O54901,O54901,31.2
Q8BGZ4,Q8BGZ4,68.5
Q9CXT8,Q9CXT8,54.6
O09110,O09110,39.3
P47802,P47802,35.6
Q9D8B4,Q9D8B4,15
Q9D404,Q9D404,48.6
P35980,P35980,21.6
P04223,P04223,41.6
O54984,O54984,38.8
P70188,P70188,91.2
Q6ZWU9,Q6ZWU9,9.5
Q8K370,Q8K370,118.9
O08997,O08997,7.3
P53395,P53395,53.2
P26516,P26516,36.5
B9EJ80,B9EJ80,127.7
P51667,P51667,18.9
O35114,O35114,54
Q9CYG7,Q9CYG7,34.3
O35206,O35206,140.4
Q9ERA6,Q9ERA6,96.2
P46664,P46664,50
Q6PGN3,Q6PGN3,82.9
Q9CZ04,Q9CZ04,30.2
P61226,P61226,20.5
Q60989,Q60989,56
P34152,P34152,119.2
Q99N50,Q99N50,106.7
Q9CQZ1,Q9CQZ1,8.6
Q8C0I1,Q8C0I1,71.6
Q91VK1,Q91VK1,48
P31428,P31428,45.7
O88307,O88307,246.9
P97817,P97817,52.1
Q8VEH8,Q8VEH8,54.9
Q9ER69,Q9ER69,44.2
Q8C437,Q8C437,63.1
Q6ZQ82,Q6ZQ82,92
Q8VD62,Q8VD62,31.8
Q8BGB7,Q8BGB7,28.6
Q791V5,Q791V5,33.5
Q3TLS3,Q3TLS3,42.5
O88851,O88851,20.9
Q8CCP0,Q8CCP0,121.1
O88507,O88507,40.8
Q91Z31,Q91Z31,57.5
Q8C0L0,Q8C0L0,37.1
Q9ERS2,Q9ERS2,16.8
P52332,P52332,133.3
Q9JIK9,Q9JIK9,25.8
Q80TL4,Q80TL4,45.2
Q8K2Q7,Q8K2Q7,46.2
O88207,O88207,183.6
Q9DBN4,Q9DBN4,32.7
O08919,O08919,64.1
Q99PU8,Q99PU8,136.6
Q9CZP5,Q9CZP5,47.4
Q9CWZ3,Q9CWZ3,19.9
Q9CWM4,Q9CWM4,14.2
Q9WUT3,Q9WUT3,83.1
P12815,P12815,21.9
O55026,O55026,54.3
Q9QXZ7,Q9QXZ7,43.1
E9Q6P5,E9Q6P5,94.1
Q9CWV6,Q9CWV6,21.5
Q62077,Q62077,149.6
O35473,O35473,15.9
P61965,P61965,36.6
O70491,O70491,73.7
Q9CZQ9,Q9CZQ9,38.8
P14483,P14483,30.1
Q8R550,Q8R550,78.1
P51175,P51175,50.8
Q99NB8,Q99NB8,63.5
Q8BKT7,Q8BKT7,78.6
Q6PDH0,Q6PDH0,150
Q8R349,Q8R349,71.4
A2ADY9,A2ADY9,44.6
Q61107,Q61107,70.8
Q9JI19,Q9JI19,41.2
Q8BP48,Q8BP48,43.2
Q9DC23,Q9DC23,90.5
Q6IME9,Q6IME9,56.7
Q6PDI5,Q6PDI5,203.6
Q91YS8,Q91YS8,41.6
Q61508,Q61508,62.8
Q9D0B6,Q9D0B6,22.2
Q9CZT5,Q9CZT5,72.2
Q04736,Q04736,60.6
Q3UMR5,Q3UMR5,39.7
Q9D6U8,Q9D6U8,17.7
Q9WU40,Q9WU40,100.2
Q80TL7,Q80TL7,189
Q3V0K9,Q3V0K9,70.4
Q8BHG9,Q8BHG9,18.8
Q8CGB6,Q8CGB6,151.9
O88327,O88327,81.4
Q6PAQ4,Q6PAQ4,47.6
O35435,O35435,42.7
P82347,P82347,32.1
Q80SY5,Q80SY5,63.7
Q02780,Q02780,58.5
Q9WVL3,Q9WVL3,119.4
Q3UMT1,Q3UMT1,84.6
P34914,P34914,62.5
Q69ZC8,Q69ZC8,38.9
Q80SY6,Q80SY6,41
Q60770,Q60770,67.9
Q61016,Q61016,7.5
Q8VE37,Q8VE37,44.9
P21958,P21958,78.8
Q9DAS9,Q9DAS9,8
P58929,P58929,56.6
Q91Z38,Q91Z38,33.2
Q9CRC9,Q9CRC9,31.1
A2AQ25,A2AQ25,212.9
Q6A0D4,Q6A0D4,61.5
Q9ER35,Q9ER35,35
Q9DB27,Q9DB27,20.5
Q3TTC2,Q3TTC2,42
Q8CFX1,Q8CFX1,88.9
Q8R2R9,Q8R2R9,46.9
O70274,O70274,19.1
Q9DCB8,Q9DCB8,16.7
Q9CYN9,Q9CYN9,39.1
Q9CPX6,Q9CPX6,35.8
P70206,P70206,211
Q8K2H2,Q8K2H2,33.7
Q5SUQ9,Q5SUQ9,133.9
Q9QUH0,Q9QUH0,11.9
P01887,P01887,13.8
Q8BIS8,Q8BIS8,15.6
Q8C1B1,Q8C1B1,164.2
Q9JM62,Q9JM62,22.2
Q8JZV9,Q8JZV9,26.7
Q3TC33,Q3TC33,30.5
Q6ZQH8,Q6ZQH8,196.6
Q9WU28,Q9WU28,17.3
Q80T69,Q80T69,89.2
Q8BZJ7,Q8BZJ7,30
P55002,P55002,20.6
Q65Z40,Q65Z40,134
P01648,P01648,12
Q3TWI9,Q3TWI9,94.7
Q9Z172,Q9Z172,12.4
Q8K3A0,Q8K3A0,26.6
P61971,P61971,14.5
Q9WVL0,Q9WVL0,24.3
Q80X71,Q80X71,31.2
Q9Z2D0,Q9Z2D0,62.9
Q62393,Q62393,24.3
P70227,P70227,304.1
Q9WV98,Q9WV98,10.3
Q60928,Q60928,61.5
P41241,P41241,50.7
Q8BV13,Q8BV13,29.7
Q924M7,Q924M7,46.5
Q9DCF9,Q9DCF9,21.1
Q06180,Q06180,47.3
Q80TN5,Q80TN5,72.6
Q9WVA2,Q9WVA2,11
Q8BNW9,Q8BNW9,67.9
Q9D328,Q9D328,18.5
O35316,O35316,69.8
Q9DCT6,Q9DCT6,18
Q5U430,Q5U430,212.6
Q3V1L4,Q3V1L4,64.8
Q99JP7,Q99JP7,70.2
Q9Z108,Q9Z108,53.9
Q9WUQ2,Q9WUQ2,45.4
Q7TMY4,Q7TMY4,23.7
Q9ES74,Q9ES74,34.5
Q6ZWY3,Q6ZWY3,9.5
Q8K4R4,Q8K4R4,38.4
Q9CXI0,Q9CXI0,37.3
Q9WV69,Q9WV69,45.4
E9Q7E2,E9Q7E2,195.9
P02798,P02798,6.1
P70698,P70698,66.6
Q8VBV7,Q8VBV7,23.2
Q9D1M4,Q9D1M4,19.8
Q8R105,Q8R105,38.4
P97930,P97930,23.9
Q8CEI1,Q8CEI1,12.2
Q9EP89,Q9EP89,60.7
Q9CYR0,Q9CYR0,17.3
Q8BP71,Q8BP71,47.3
P28867,P28867,77.5
O35127,O35127,13.2
Q9QXM1,Q9QXM1,110.5
Q61206,Q61206,25.6
Q8K1L5,Q8K1L5,14.5
Q8BXK8,Q8BXK8,94.4
P97290,P97290,55.5
Q99PG2,Q99PG2,70.6
P12023,P12023,86.7
Q9DCR2,Q9DCR2,21.7
P82343,P82343,49.7
Q9CXW4,Q9CXW4,20.2
Q922Q9,Q922Q9,44.9
E9Q555,E9Q555,584.4
P57724,P57724,41.4
P62858,P62858,7.8
P43023,P43023,10.7
Q9CZS1,Q9CZS1,57.5
Q9CZL5,Q9CZL5,14.8
Q7TPS5,Q7TPS5,111.6
Q7TNV1,Q7TNV1,30.8
P59326,P59326,60.8
Q3U2P1,Q3U2P1,118.7
Q91YE7,Q91YE7,92.3
Q6PGC1,Q6PGC1,153.9
Q32NY4,Q32NY4,76.2
Q9DBZ5,Q9DBZ5,25.1
P59016,P59016,70.5
Q8R4U7,Q8R4U7,119.2
Q8BVG4,Q8BVG4,97.9
Q03137,Q03137,109.7
Q8BZH4,Q8BZH4,154.8
Q6NSR8,Q6NSR8,55.9
Q5SXY1,Q5SXY1,118
Q9R099,Q9R099,49.6
Q8BXV2,Q8BXV2,28.2
Q80ZJ7,Q80ZJ7,46.6
Q91XD2,Q91XD2,39
Q8BFV2,Q8BFV2,46.1
Q99MK8,Q99MK8,79.6
Q60875,Q60875,111.9
P15327,P15327,30
Q6NZQ6,Q6NZQ6,20.9
Q9CQT1,Q9CQT1,39.4
Q8R480,Q8R480,74.7
O70258,O70258,49.7
P97789,P97789,194.2
Q9D6T0,Q9D6T0,33.2
Q8R191,Q8R191,24.5
Q8CFI0,Q8CFI0,115.3
Q9CQS8,Q9CQS8,10
Q8BR90,Q8BR90,33.5
Q8CG72,Q8CG72,39.4
Q3U0M1,Q3U0M1,128.2
O88986,O88986,44.9
P15620,P15620,67
Q8R4C2,Q8R4C2,70
Q9ERB0,Q9ERB0,29.6
Q8C850,Q8C850,65.4
Q9D1G3,Q9D1G3,56.4
Q61581,Q61581,29
O35245,O35245,108.9
Q80X95,Q80X95,36.5
P0C0A3,P0C0A3,23.4
O54786,O54786,36.6
E9Q5K9,E9Q5K9,85.6
P70663,P70663,72.2
O54781,O54781,76.7
B2RXC1,B2RXC1,128.3
P00329,P00329,39.7
Q9DCZ4,Q9DCZ4,22.6
Q9JIY5,Q9JIY5,49.3
Q91WB4,Q91WB4,27.7
Q80Z24,Q80Z24,37.9
Q8BGC4,Q8BGC4,40.5
Q99JT9,Q99JT9,21.5
P54731,P54731,73.8
Q7SIG6,Q7SIG6,106.7
P62965,P62965,15.6
Q6QD59,Q6QD59,26.2
Q99K23,Q99K23,52.5
Q9CQ49,Q9CQ49,18
Q3US17,Q3US17,64.6
P70303,P70303,65.5
Q3UQ84,Q3UQ84,81.6
P35505,P35505,46.1
P16014,P16014,77.9
Q9D898,Q9D898,17
Q9Z2H2,Q9Z2H2,54.5
E9Q7X7,E9Q7X7,184.8
Q9D198,Q9D198,28.7
P01898,P01898,37.2
Q8BGA5,Q8BGA5,43.5
Q8C650,Q8C650,52.4
Q9QZD8,Q9QZD8,31.7
Q9CR21,Q9CR21,17.4
Q91XI1,Q91XI1,71
P50543,P50543,11.1
Q9CWK3,Q9CWK3,37.7
Q8BGX2,Q8BGX2,29.4
Q8VEK0,Q8VEK0,41
P21844,P21844,27.6
Q91WE4,Q91WE4,8
A6H630,A6H630,50.5
Q80X32,Q80X32,20.1
Q8VCX5,Q8VCX5,54.3
Q6W8Q3,Q6W8Q3,7.5
Q8K4I3,Q8K4I3,87
Q8BG02,Q8BG02,51.4
Q01730,Q01730,31.5
Q9ET22,Q9ET22,56.2
Q8BRN9,Q8BRN9,93
Q3UIA2,Q3UIA2,92.1
Q9R0X4,Q9R0X4,50.5
Q8K4M5,Q8K4M5,21
Q60772,Q60772,18.1
Q80Y55,Q80Y55,46.9
O35621,O35621,29.8
Q923D4,Q923D4,10.1
Q99KR3,Q99KR3,32.7
Q60953,Q60953,98.2
Q3USB7,Q3USB7,122.6
Q9Z0P5,Q9Z0P5,39.4
Q923B1,Q923B1,62.3
Q91WK0,Q91WK0,47.1
Q6ZWV7,Q6ZWV7,14.5
Q8VEJ9,Q8VEJ9,48.9
Q9DD03,Q9DD03,22.8
Q924K8,Q924K8,67
O88983,O88983,26.9
P70255,P70255,48.7
Q8K1Z0,Q8K1Z0,35.1
Q6PD26,Q6PD26,61.7
O35874,O35874,56
Q8R2Z5,Q8R2Z5,44.7
Q3UFF7,Q3UFF7,26.3
Q8C3X2,Q8C3X2,29.6
Q9EQJ9,Q9EQJ9,161.6
Q07813,Q07813,21.4
Q8BIF9,Q8BIF9,40.5
Q0GNC1,Q0GNC1,138.5
P97765,P97765,28
Q9D8S3,Q9D8S3,57.4
O88455,O88455,53.9
A2A8L5,A2A8L5,211.4
P97821,P97821,52.3
Q8R4H2,Q8R4H2,172.2
O88874,O88874,61.3
Q8R1U1,Q8R1U1,88.6
P31725,P31725,13
P61087,P61087,22.4
Q3TDK6,Q3TDK6,32.1
Q8CHY6,Q8CHY6,67.3
P10287,P10287,90.6
Q9ERR8,Q9ERR8,65.6
Q8R1F6,Q8R1F6,88.7
P97855,P97855,51.8
P49182,P49182,54.5
Q8VEE0,Q8VEE0,24.9
Q9WV03,Q9WV03,40.2
Q8VI63,Q8VI63,26.8
Q2KN98,Q2KN98,124.4
B1AVZ0,B1AVZ0,34.3
Q8CH09,Q8CH09,118
P97376,P97376,29.1
Q3UDW8,Q3UDW8,72.5
Q8C1M2,Q8C1M2,19
Q6PH08,Q6PH08,110.6
Q62407,Q62407,354.1
Q9R013,Q9R013,51.6
P97314,P97314,20.9
Q9D0R8,Q9D0R8,21.7
Q9D6K5,Q9D6K5,15.8
Q8BL74,Q8BL74,100.2
O89104,O89104,29.2
Q9CZR8,Q9CZR8,35.3
P30115,P30115,25.3
Q8BH50,Q8BH50,26.4
Q3UVG3,Q3UVG3,93.4
Q80W04,Q80W04,77
Q9JMF3,Q9JMF3,8
O35218,O35218,88.3
Q6Q899,Q6Q899,105.9
P10078,P10078,93.3
Q8JZW4,Q8JZW4,65.6
O89116,O89116,25
Q9D2N9,Q9D2N9,67.5
A2A8Z1,A2A8Z1,83.1
Q9ER88,Q9ER88,44.7
Q8BVW0,Q8BVW0,101.9
Q8CB77,Q8CB77,87.1
Q9QYE9,Q9QYE9,27.3
Q6Y685,Q6Y685,83.9
Q8BM85,Q8BM85,86.3
Q7TPW1,Q7TPW1,72.1
Q8BTV1,Q8BTV1,39.5
Q9CXX9,Q9CXX9,31.8
Q8CAY6,Q8CAY6,41.3
Q3UDK1,Q3UDK1,64.2
E9Q401,E9Q401,564.5
Q99JY8,Q99JY8,35.2
Q9CX00,Q9CX00,39.4
Q8VHH5,Q8VHH5,97.9
P28667,P28667,20.2
P01843,P01843,11.6
Q99MD9,Q99MD9,83.9
P54763,P54763,109.8
Q64735,Q64735,53.7
Q8BGN8,Q8BGN8,29.2
Q8BIG7,Q8BIG7,28.9
Q3TAS6,Q3TAS6,27
O35927,O35927,134.9
P19973,P19973,36.7
Q921X9,Q921X9,59.2
Q6ZPZ3,Q6ZPZ3,140.9
Q9D1G5,Q9D1G5,26.7
Q9JKS5,Q9JKS5,45.9
Q14AX6,Q14AX6,163.6
Q9Z2X2,Q9Z2X2,25.1
P70452,P70452,34.1
Q8BHC1,Q8BHC1,24.6
Q9CR29,Q9CR29,25
Q8BG95,Q8BG95,109
O54751,O54751,32.4
Q6GQS1,Q6GQS1,52.5
Q9DCC8,Q9DCC8,16.3
Q64314,Q64314,41
Q8VDL4,Q8VDL4,53.9
Q64726,Q64726,35.3
P55937,P55937,167.1
Q9Z0H3,Q9Z0H3,44.1
G3X982,G3X982,146.8
Q91V81,Q91V81,50.2
Q3TCN2,Q3TCN2,66.2
Q8K0G5,Q8K0G5,43.1
Q921L5,Q921L5,82
Q921I9,Q921I9,26.2
P47964,P47964,12.2
Q8C8T7,Q8C8T7,90.8
P49962,P49962,10.2
Q9CQH7,Q9CQH7,17.3
Q60960,Q60960,60.1
P04925,P04925,28
Q7TSH2,Q7TSH2,123.8
Q80XL6,Q80XL6,87.3
Q61210,Q61210,102.7
P08905,P08905,16.7
Q8R3R8,Q8R3R8,14
Q6ZQ18,Q6ZQ18,92.3
Q3TRM8,Q3TRM8,100
Q6PD19,Q6PD19,78.6
Q9R1V6,Q9R1V6,99.7
Q571J5,Q571J5,64
P56382,P56382,5.8
Q91VH2,Q91VH2,66.5
Q8CHX7,Q8CHX7,54.9
Q8BNU0,Q8BNU0,50.7
Q9QXA5,Q9QXA5,15.1
Q91YM2,Q91YM2,170.3
Q9JM96,Q9JM96,37.8
Q8BH69,Q8BH69,42.9
Q69ZA1,Q69ZA1,164.5
Q9JMD3,Q9JMD3,32.9
Q9ET30,Q9ET30,67.5
Q8BQZ4,Q8BQZ4,165.1
O35308,O35308,51.5
Q9EP53,Q9EP53,128.7
A2AHC3,A2AHC3,175.8
Q9WTL8,Q9WTL8,69.4
Q8CBC4,Q8CBC4,76.8
Q80V70,Q80V70,164.6
P11835,P11835,85
Q9JKW0,Q9JKW0,23.4
Q91W89,Q91W89,115.6
Q5DW34,Q5DW34,141.9
Q8C0J2,Q8C0J2,68.1
Q6ZWM4,Q6ZWM4,10.4
Q9DC50,Q9DC50,70.2
P29595,P29595,9
Q9CQR4,Q9CQR4,15.2
O88630,O88630,28.5
Q5U4D9,Q5U4D9,37.3
O88662,O88662,19.7
P57716,P57716,78.4
Q99LH1,Q99LH1,83.3
Q9JI78,Q9JI78,74.2
Q8BU88,Q8BU88,23.8
Q9R1Q9,Q9R1Q9,51
A2AIV2,A2AIV2,201.3
Q8VBV8,Q8VBV8,23.5
Q9D5T0,Q9D5T0,40.7
Q3UFY7,Q3UFY7,34.4
P26262,P26262,71.3
O88811,O88811,57.4
E9Q6J5,E9Q6J5,327.3
